date,district,river,rainfall_mm,temperature_C,soil_moisture,river_level_m,current_dam_level_m,danger_level_m,release_status,flood_event,rainfall_mm_lag1,rainfall_mm_roll7,river_level_m_lag1,river_level_m_roll7
2021-09-11,Faizabad,Ghaghra,81.3,20.91,0.408,82.74,100.0,87.13,0,0,105.6,80.08714285714287,94.25,88.33714285714284
2021-09-12,Mau,Ganga,49.5,23.92,0.247,74.0,88.81,82.32,0,0,157.0,67.73714285714286,78.57,85.48285714285714
2021-09-13,Ballia,Ganga,128.99,30.85,0.628,88.17,100.0,93.49,0,0,114.89,94.8257142857143,92.53,83.79285714285716
2021-09-13,Basti,Sarju,81.25,27.32,0.419,89.97,81.09,92.94,0,0,93.2,75.34714285714287,74.54,85.39142857142858
2021-09-13,Sitapur,Sarju,83.07,20.59,0.499,85.38,82.59,88.62,0,0,50.34,77.14285714285714,73.58,85.75571428571428
2021-09-13,Mau,Ganga,8.08,22.1,0.227,78.02,87.85,87.56,0,0,49.5,50.42142857142857,74.0,83.39428571428572
2021-09-14,Basti,Sarju,77.78,28.82,0.31,75.55,55.36,81.52,0,0,81.25,74.01714285714286,89.97,83.5
2021-09-15,Ballia,Ganga,62.81,20.49,0.308,85.71,100.0,93.09,0,0,128.99,87.74714285714286,88.17,82.9042857142857
2021-09-16,Bahraich,Ghaghra,60.19,25.64,0.56,90.21,96.85,97.82,0,0,140.66,85.70285714285716,88.72,88.75428571428571
2021-09-16,Sitapur,Sarju,133.95,21.7,0.565,101.8,82.9,95.72,0,1,83.07,81.75285714285714,85.38,87.11571428571428
2021-09-16,Bahraich,Ghaghra,40.0,33.59,0.517,90.58,64.7,93.72,0,0,60.19,81.47571428571428,90.21,90.08857142857141
2021-09-16,Basti,Sarju,47.56,30.72,0.378,82.33,93.26,89.93,0,0,77.78,75.30428571428571,75.55,83.64285714285714
2021-09-16,Bahraich,Ghaghra,103.24,34.35,0.433,99.97,78.81,96.76,0,1,40.0,91.2842857142857,90.58,93.05285714285715
2021-09-17,Mau,Ganga,61.46,27.0,0.247,84.64,81.28,87.81,0,0,8.08,51.27714285714286,78.02,83.44714285714285
2021-09-17,Bahraich,Ghaghra,148.88,20.21,0.523,78.41,74.78,85.22,0,0,103.24,95.47,99.97,89.63285714285713
2021-09-17,Sitapur,Sarju,120.67,22.65,0.364,82.33,90.32,91.54,0,0,133.95,94.43999999999998,101.8,87.23857142857142
2021-09-17,Basti,Sarju,151.12,27.32,0.689,86.22,78.58,88.77,0,0,47.56,88.24714285714286,82.33,84.66142857142857
2021-09-17,Ballia,Ganga,136.66,26.99,0.431,98.71,75.63,96.68,0,1,62.81,101.36000000000001,85.71,85.41428571428571
2021-09-17,Basti,Sarju,139.06,33.9,0.471,85.14,95.94,94.32,0,0,151.12,99.73000000000002,86.22,83.92
2021-09-17,Mau,Ganga,89.35,19.22,0.448,93.93,100.0,90.66,0,1,61.46,59.73571428571428,84.64,84.03142857142858
2021-09-18,Ballia,Ganga,57.32,16.31,0.314,82.51,100.0,87.53,0,0,136.66,96.02285714285715,98.71,85.18142857142857
2021-09-18,Mau,Ganga,49.95,30.92,0.267,96.21,81.64,98.69,0,0,89.35,66.87142857142857,93.93,85.58428571428571
2021-09-18,Ballia,Ganga,81.33,10.0,0.321,104.63,95.03,100.0,0,1,57.32,105.96000000000002,82.51,89.02999999999999
2021-09-19,Basti,Sarju,136.82,24.15,0.445,93.3,97.07,96.32,0,0,139.06,103.82714285714285,85.14,83.86428571428571
2021-09-20,Faizabad,Ghaghra,115.83,25.93,0.469,106.78,100.0,98.94,0,1,81.3,72.43142857142857,82.74,91.02571428571427
2021-09-21,Bahraich,Ghaghra,71.61,22.95,0.576,83.92,86.11,93.08,0,0,148.88,101.24571428571427,78.41,88.3442857142857
2021-09-21,Faizabad,Ghaghra,47.0,27.23,0.321,73.15,100.0,80.21,0,0,115.83,68.98714285714286,106.78,87.99714285714286
2021-09-21,Faizabad,Ghaghra,11.0,14.88,0.083,81.98,82.79,87.73,0,0,47.0,61.55571428571428,73.15,88.00285714285714
2021-09-21,Ballia,Ganga,32.94,23.73,0.354,83.32,100.0,87.21,0,0,81.33,87.84857142857143,104.63,90.79714285714286
2021-09-21,Bahraich,Ghaghra,136.51,29.37,0.266,97.82,73.94,99.65,0,0,71.61,100.15571428571427,83.92,89.94714285714285
2021-09-21,Basti,Sarju,93.49,30.21,0.421,80.99,78.11,90.38,0,0,136.82,103.86857142857143,93.3,84.78571428571429
2021-09-21,Sitapur,Sarju,10.97,23.61,0.346,93.7,75.28,96.34,0,0,120.67,86.88571428571427,82.33,87.22
2021-09-22,Mau,Ganga,107.12,28.14,0.475,74.77,62.39,80.53,0,0,49.95,74.63714285714286,96.21,82.87714285714286
2021-09-22,Lakhimpur Kheri,Sharda,131.75,23.12,0.529,89.7,78.26,88.58,0,1,43.69,67.97,92.48,91.78571428571429
2021-09-23,Lakhimpur Kheri,Sharda,92.94,27.25,0.479,94.66,89.0,92.17,0,1,131.75,74.49857142857141,89.7,92.11285714285715
2021-09-23,Gonda,Ghaghra,87.02,27.49,0.588,90.29,100.0,97.41,0,0,81.07,67.81714285714285,95.72,90.83142857142856
2021-09-23,Lakhimpur Kheri,Sharda,73.08,27.08,0.266,80.66,68.4,87.92,0,0,92.94,71.51142857142857,94.66,89.57857142857142
2021-09-24,Bahraich,Ghaghra,64.35,25.77,0.165,87.63,97.4,90.48,0,0,136.51,89.25428571428571,97.82,89.79142857142857
2021-09-24,Gorakhpur,Rapti,134.71,25.7,0.493,90.94,99.91,99.25,0,0,114.15,125.95714285714288,101.1,93.32142857142857
2021-09-24,Ballia,Ganga,110.66,30.51,0.279,78.19,100.0,80.29,0,0,32.94,87.24428571428572,83.32,88.74857142857142
2021-09-24,Gorakhpur,Rapti,86.05,31.53,0.351,95.54,100.0,91.71,0,1,134.71,128.38857142857142,90.94,94.52857142857144
2021-09-24,Lakhimpur Kheri,Sharda,109.21,26.71,0.391,85.14,96.69,88.74,0,0,73.08,77.78857142857143,80.66,89.34857142857142
2021-09-25,Faizabad,Ghaghra,109.92,20.86,0.454,104.8,79.71,98.26,0,1,11.0,77.25857142857144,81.98,90.89999999999999
2021-09-25,Gorakhpur,Rapti,168.13,30.16,0.616,99.87,97.6,96.02,0,1,86.05,136.23857142857145,95.54,96.35857142857142
2021-09-25,Gorakhpur,Rapti,43.68,19.94,0.451,88.59,86.61,83.99,0,1,168.13,120.54714285714287,99.87,94.87428571428572
2021-09-26,Bahraich,Ghaghra,60.76,20.36,0.287,85.62,100.0,91.64,0,0,64.35,89.33571428571427,87.63,89.13571428571427
2021-09-26,Barabanki,Gomti,67.39,30.79,0.284,92.82,86.45,91.57,0,1,59.83,77.24428571428571,94.16,90.3157142857143
2021-09-26,Ballia,Ganga,69.18,21.91,0.312,96.08,88.39,91.7,0,1,110.66,78.70000000000002,78.19,89.87857142857142
2021-09-26,Barabanki,Gomti,66.82,31.93,0.476,93.84,67.6,97.97,0,0,67.39,77.94142857142856,92.82,91.59857142857143
2021-09-27,Faizabad,Ghaghra,122.2,25.33,0.397,90.27,95.48,92.99,0,0,109.92,84.69285714285715,104.8,90.56714285714284
2021-09-27,Gonda,Ghaghra,45.56,19.32,0.123,93.32,100.0,95.48,0,0,87.02,62.91428571428571,90.29,90.27285714285715
2021-09-27,Gorakhpur,Rapti,19.88,31.98,0.16,86.05,91.35,93.58,0,0,43.68,105.79428571428572,88.59,94.21285714285715
2021-09-28,Barabanki,Gomti,83.03,30.3,0.37,93.16,91.39,99.22,0,0,66.82,75.28571428571426,93.84,91.77857142857144
2021-09-29,Bahraich,Ghaghra,64.7,17.12,0.298,77.4,72.31,82.99,0,0,60.76,92.86428571428571,85.62,87.25285714285714
2021-09-29,Gorakhpur,Rapti,96.07,20.79,0.606,79.85,84.39,85.76,0,0,19.88,94.66714285714286,86.05,91.7057142857143
2021-09-29,Barabanki,Gomti,128.08,27.15,0.498,93.56,81.64,88.79,0,1,83.03,77.07000000000001,93.16,92.04714285714284
2021-09-29,Bahraich,Ghaghra,74.0,30.4,0.264,78.77,85.34,86.68,0,0,64.7,88.68714285714286,77.4,84.22428571428573
2021-09-30,Basti,Sarju,40.4,37.61,0.211,81.2,87.23,86.94,0,0,93.49,98.03285714285714,80.99,83.53285714285714
2021-09-30,Mau,Ganga,19.77,26.75,0.188,81.2,94.97,84.88,0,0,107.12,55.03285714285715,74.77,83.25285714285714
2021-10-01,Ballia,Ganga,17.49,35.47,0.06,87.81,58.49,90.17,0,0,69.18,72.22571428571429,96.08,90.17857142857143
2021-10-01,Lakhimpur Kheri,Sharda,0.0,42.83,0.21,90.9,39.8,95.62,0,0,109.21,74.39,85.14,88.61142857142856
2021-10-01,Barabanki,Gomti,39.57,27.1,0.292,90.78,65.93,96.35,0,0,128.08,67.16571428571427,93.56,91.96000000000001
2021-10-01,Basti,Sarju,10.6,28.53,0.305,95.52,31.9,97.22,0,0,40.4,88.4357142857143,81.2,86.38571428571429
2021-10-02,Faizabad,Ghaghra,0.0,33.97,0.163,95.09,93.42,98.69,0,0,122.2,69.60714285714286,90.27,90.68714285714285
2021-10-02,Faizabad,Ghaghra,0.0,38.64,0.215,75.51,54.95,80.2,0,0,0.0,57.99285714285715,95.09,89.6542857142857
2021-10-02,Sitapur,Sarju,0.0,23.96,0.214,89.37,71.85,94.13,0,0,10.97,75.2042857142857,93.7,85.9557142857143
2021-10-02,Mau,Ganga,33.93,34.42,0.188,71.84,68.69,80.62,0,0,19.77,52.808571428571426,81.2,82.94428571428571
2021-10-03,Mau,Ganga,0.0,36.78,0.08,76.31,47.43,80.96,0,0,33.93,51.65428571428572,71.84,82.7
2021-10-03,Sitapur,Sarju,0.0,19.45,0.22,83.63,44.1,85.6,0,0,0.0,57.0,89.37,87.11285714285714
2021-10-03,Basti,Sarju,74.84,33.09,0.436,85.94,82.71,90.79,0,0,10.6,92.33285714285715,95.52,86.90142857142857
2021-10-03,Sitapur,Sarju,22.93,37.34,0.355,76.58,49.11,86.25,0,0,0.0,53.08428571428571,83.63,87.54142857142857
2021-10-04,Gorakhpur,Rapti,132.27,37.04,0.52,91.0,49.88,93.35,0,0,96.07,97.25571428571429,79.85,90.26285714285714
2021-10-04,Sitapur,Sarju,87.03,32.03,0.45,79.78,47.08,84.73,0,0,22.93,53.64999999999999,76.58,86.74142857142856
2021-10-04,Lakhimpur Kheri,Sharda,43.74,18.3,0.371,75.09,62.92,80.38,0,0,0.0,70.62999999999998,90.9,86.94714285714285
2021-10-04,Sitapur,Sarju,51.13,35.1,0.307,93.9,46.57,97.04,0,0,87.03,41.81857142857143,79.78,85.61285714285715
2021-10-04,Gonda,Ghaghra,0.0,41.62,0.335,88.68,74.03,97.37,0,0,45.56,53.652857142857144,93.32,89.14285714285714
2021-10-05,Basti,Sarju,102.87,45.0,0.369,89.87,78.39,95.24,0,0,74.84,85.44000000000001,85.94,87.42285714285715
2021-10-06,Mau,Ganga,24.44,24.32,0.503,80.18,52.98,89.59,0,0,0.0,46.36571428571428,76.31,82.06285714285715
2021-10-06,Barabanki,Gomti,6.74,33.4,0.22,84.26,71.42,80.86,0,1,39.57,64.49428571428571,90.78,91.79714285714286
2021-10-07,Sitapur,Sarju,11.57,28.95,0.183,96.16,78.1,98.53,0,0,51.13,26.232857142857142,93.9,87.58857142857143
2021-10-07,Lakhimpur Kheri,Sharda,40.52,26.42,0.149,78.81,30.0,82.12,0,0,43.74,70.17714285714284,75.09,84.99428571428572
2021-10-07,Bahraich,Ghaghra,5.01,35.36,0.152,82.46,72.96,80.69,0,1,74.0,68.13428571428571,78.77,84.80285714285715
2021-10-07,Basti,Sarju,3.82,26.44,0.04,81.93,47.3,82.97,0,0,102.87,66.11999999999999,89.87,86.96428571428571
2021-10-07,Ballia,Ganga,36.03,34.79,0.345,85.65,60.02,91.65,0,0,17.49,57.850000000000016,87.81,88.31285714285715
2021-10-07,Bahraich,Ghaghra,51.14,32.8,0.262,74.87,66.86,81.55,0,0,5.01,65.21,82.46,83.51
2021-10-08,Ballia,Ganga,67.82,25.41,0.413,82.62,69.4,87.01,0,0,36.03,59.35000000000001,85.65,88.32857142857142
2021-10-08,Basti,Sarju,14.44,31.26,0.342,89.44,65.69,94.61,0,0,3.82,48.637142857142855,81.93,86.41285714285713
2021-10-09,Bahraich,Ghaghra,17.68,38.1,0.387,94.45,71.08,98.02,0,0,51.14,48.23428571428571,74.87,83.02857142857142
2021-10-09,Lakhimpur Kheri,Sharda,81.56,33.78,0.375,78.98,47.68,84.8,0,0,40.52,63.007142857142846,78.81,83.46285714285715
2021-10-10,Ballia,Ganga,26.21,30.55,0.085,79.5,81.38,88.72,0,0,67.82,51.47571428571429,82.62,84.73857142857143
2021-10-10,Bahraich,Ghaghra,11.92,34.11,0.167,75.74,56.99,82.74,0,0,17.68,40.74428571428571,94.45,81.33
2021-10-10,Ballia,Ganga,0.0,31.18,0.198,82.86,40.53,88.52,0,0,26.21,46.77,79.5,84.67285714285715
2021-10-11,Gonda,Ghaghra,0.0,33.25,0.107,92.09,70.19,95.89,0,0,0.0,52.76,88.68,90.06714285714285
2021-10-11,Ballia,Ganga,0.0,37.53,0.137,78.21,47.36,85.86,0,0,0.0,30.961428571428577,82.86,84.67571428571429
2021-10-11,Barabanki,Gomti,0.0,28.19,0.273,78.11,57.01,87.36,0,0,6.74,55.94714285714285,84.26,89.50428571428571
2021-10-11,Lakhimpur Kheri,Sharda,123.49,39.66,0.443,95.35,43.64,98.92,0,0,81.56,67.37142857142855,78.98,83.56142857142856
2021-10-11,Mau,Ganga,46.72,30.21,0.165,74.92,50.46,81.97,0,0,24.44,40.27571428571429,80.18,79.34714285714287
2021-10-12,Barabanki,Gomti,0.0,38.21,0.222,83.17,53.22,89.18,0,0,0.0,46.31999999999999,78.11,88.12571428571428
2021-10-12,Mau,Ganga,0.0,37.37,0.484,95.46,65.34,98.86,0,0,46.72,33.14,74.92,79.24000000000001
2021-10-12,Mau,Ganga,0.0,25.78,0.176,82.77,63.54,86.12,0,0,0.0,17.837142857142858,95.46,80.38285714285715
2021-10-13,Mau,Ganga,14.84,28.74,0.16,93.77,45.32,95.45,0,0,0.0,17.132857142857144,82.77,82.17857142857143
2021-10-13,Lakhimpur Kheri,Sharda,0.0,32.72,0.263,95.25,68.27,99.96,0,0,123.49,56.93142857142856,95.35,85.64571428571428
2021-10-13,Basti,Sarju,19.33,26.93,0.15,88.24,62.63,81.45,0,1,14.44,38.042857142857144,89.44,87.44857142857143
2021-10-13,Gonda,Ghaghra,0.0,31.49,0.269,75.44,43.27,83.46,0,0,0.0,42.529999999999994,92.09,89.07285714285715
2021-10-13,Gonda,Ghaghra,31.42,27.65,0.248,85.35,44.94,91.38,0,0,0.0,35.01,75.44,88.69857142857143
2021-10-14,Gorakhpur,Rapti,0.0,28.67,0.283,79.43,56.47,80.81,0,0,132.27,78.0114285714286,91.0,88.61857142857143
2021-10-14,Gorakhpur,Rapti,39.8,33.21,0.293,84.69,68.75,92.97,0,0,0.0,71.40428571428572,79.43,87.06857142857143
2021-10-14,Lakhimpur Kheri,Sharda,49.85,33.33,0.242,78.07,43.95,86.32,0,0,0.0,48.451428571428565,95.25,84.63571428571429
2021-10-14,Ballia,Ganga,52.65,34.99,0.28,85.82,50.31,90.05,0,0,0.0,28.600000000000005,78.21,83.21000000000001
2021-10-15,Sitapur,Sarju,0.0,44.03,0.178,91.22,66.52,93.23,0,0,11.57,24.66571428571428,96.16,87.23428571428573
2021-10-15,Lakhimpur Kheri,Sharda,84.04,41.99,0.2,85.69,68.16,94.13,0,0,49.85,60.45714285714285,78.07,83.89142857142858
2021-10-15,Bahraich,Ghaghra,12.7,39.75,0.248,85.22,64.58,86.53,0,0,11.92,33.878571428571426,75.74,81.27285714285713
2021-10-15,Ballia,Ganga,59.78,33.79,0.299,91.91,51.99,93.42,0,0,52.65,34.64142857142858,85.82,83.79571428571428
2021-10-16,Sitapur,Sarju,0.0,34.43,0.115,79.26,68.3,84.71,0,0,0.0,24.66571428571428,91.22,85.78999999999999
2021-10-16,Bahraich,Ghaghra,90.43,28.8,0.378,74.43,47.62,81.29,0,0,12.7,37.55428571428571,85.22,80.84857142857143
2021-10-16,Gorakhpur,Rapti,54.47,36.47,0.189,74.99,68.79,83.79,0,0,39.8,55.16714285714287,84.69,83.51428571428572
2021-10-17,Lakhimpur Kheri,Sharda,61.58,34.45,0.546,87.34,95.88,96.88,0,0,84.04,63.005714285714284,85.69,85.64142857142858
2021-10-17,Ballia,Ganga,0.77,27.98,0.282,89.29,59.76,98.14,0,0,59.78,29.60428571428572,91.91,84.3157142857143
2021-10-17,Ballia,Ganga,33.3,26.86,0.295,84.6,68.95,92.23,0,0,0.77,24.67285714285715,89.29,84.59857142857142
2021-10-18,Gorakhpur,Rapti,42.21,26.8,0.298,84.57,35.45,89.65,0,0,54.47,54.95714285714286,74.99,82.94000000000001
2021-10-18,Faizabad,Ghaghra,88.3,37.58,0.467,85.56,70.88,92.67,0,0,0.0,54.06,75.51,86.62285714285714
2021-10-18,Gorakhpur,Rapti,0.0,24.64,0.065,73.26,84.74,80.83,0,0,42.21,52.117142857142866,84.57,81.11285714285714
2021-10-18,Basti,Sarju,71.95,34.41,0.442,88.15,69.15,97.59,0,0,19.33,42.550000000000004,88.24,88.44142857142857
2021-10-18,Mau,Ganga,40.97,23.23,0.193,92.02,57.63,98.14,0,0,14.84,18.138571428571428,93.77,85.06142857142858
2021-10-19,Basti,Sarju,3.39,43.41,0.215,93.36,56.49,95.76,0,0,71.95,41.519999999999996,88.15,88.13285714285713
2021-10-19,Sitapur,Sarju,0.0,38.45,0.321,85.71,39.93,89.15,0,0,0.0,24.66571428571428,79.26,86.08714285714287
2021-10-19,Gonda,Ghaghra,4.0,29.27,0.199,75.2,69.19,80.19,0,0,31.42,24.0,85.35,85.76714285714286
2021-10-19,Barabanki,Gomti,2.13,26.23,0.102,80.26,83.2,83.01,0,0,0.0,37.07857142857142,83.17,86.18571428571428
2021-10-20,Basti,Sarju,7.99,35.93,0.216,80.52,67.86,82.02,0,0,3.39,31.970000000000002,93.36,87.35857142857142
2021-10-20,Gonda,Ghaghra,4.46,34.11,0.354,92.08,55.45,98.47,0,0,4.0,12.205714285714285,75.2,86.02285714285715
2021-10-20,Faizabad,Ghaghra,28.0,28.6,0.416,95.13,53.19,90.56,0,1,88.3,51.34571428571429,85.56,89.76285714285714
2021-10-20,Faizabad,Ghaghra,36.67,31.07,0.307,81.01,61.61,83.31,0,0,28.0,55.01285714285715,95.13,89.62428571428572
2021-10-20,Lakhimpur Kheri,Sharda,123.94,32.69,0.597,93.91,62.63,95.38,0,0,61.58,74.92285714285713,87.34,87.79857142857144
2021-10-21,Faizabad,Ghaghra,0.0,22.13,0.187,80.83,79.74,90.72,0,0,36.67,39.31,81.01,86.20000000000002
2021-10-21,Bahraich,Ghaghra,35.53,43.25,0.239,92.0,65.77,99.63,0,0,90.43,32.05857142857143,74.43,82.73857142857143
2021-10-21,Bahraich,Ghaghra,14.21,35.03,0.236,89.5,45.2,81.72,0,1,35.53,33.37285714285714,92.0,83.74428571428572
2021-10-21,Faizabad,Ghaghra,42.76,41.14,0.265,72.67,56.95,81.71,0,0,0.0,27.961428571428574,80.83,83.6857142857143
2021-10-21,Gorakhpur,Rapti,35.51,41.72,0.332,78.82,63.22,83.21,0,0,0.0,43.46571428571429,73.26,80.96571428571428
2021-10-21,Barabanki,Gomti,28.56,26.77,0.286,89.53,65.78,91.4,0,0,2.13,29.29714285714285,80.26,85.66714285714285
2021-10-22,Lakhimpur Kheri,Sharda,15.49,33.5,0.244,82.99,77.49,84.83,0,0,123.94,65.48428571428572,93.91,88.37142857142858
2021-10-22,Basti,Sarju,4.91,35.71,0.145,79.35,83.54,85.89,0,0,7.99,17.975714285714286,80.52,85.85571428571428
2021-10-22,Gonda,Ghaghra,40.78,27.2,0.463,86.78,88.87,92.3,0,0,4.46,11.522857142857143,92.08,85.08857142857143
2021-10-23,Mau,Ganga,0.0,37.44,0.153,103.56,30.0,96.83,0,1,40.97,18.138571428571428,92.02,88.9542857142857
2021-10-23,Basti,Sarju,40.52,34.24,0.233,85.69,75.39,87.1,0,0,4.91,23.218571428571433,79.35,86.39285714285712
2021-10-23,Gonda,Ghaghra,8.57,27.42,0.248,92.51,63.07,94.05,0,0,40.78,12.747142857142858,86.78,85.63571428571429
2021-10-23,Barabanki,Gomti,28.17,27.06,0.219,94.76,62.74,97.42,0,0,28.56,15.024285714285707,89.53,85.83857142857143
2021-10-24,Gonda,Ghaghra,51.44,41.99,0.277,73.92,66.08,83.73,0,0,8.57,20.095714285714287,92.51,83.03999999999999
2021-10-24,Bahraich,Ghaghra,0.0,35.9,0.05,92.45,87.73,95.26,0,0,14.21,26.06714285714286,89.5,86.25571428571428
2021-10-24,Lakhimpur Kheri,Sharda,0.0,32.82,0.26,75.58,45.63,82.24,0,0,15.49,47.84285714285714,82.99,85.54714285714284
2021-10-24,Gonda,Ghaghra,30.27,31.86,0.339,93.78,36.82,95.99,0,0,51.44,24.419999999999998,73.92,85.66
2021-10-24,Sitapur,Sarju,35.64,30.58,0.27,83.68,65.77,84.76,0,0,0.0,26.481428571428573,85.71,87.10142857142857
2021-10-25,Lakhimpur Kheri,Sharda,38.72,27.15,0.182,83.65,50.54,86.26,0,0,0.0,53.374285714285705,75.58,83.89
2021-10-25,Lakhimpur Kheri,Sharda,75.46,30.06,0.298,87.46,58.82,92.68,0,0,38.72,57.03285714285713,83.65,85.23142857142857
2021-10-25,Gorakhpur,Rapti,84.96,32.18,0.322,85.0,63.12,90.86,0,0,35.51,36.70714285714286,78.82,80.10857142857142
2021-10-25,Gorakhpur,Rapti,37.51,34.67,0.107,94.36,59.02,95.44,0,0,84.96,42.06571428571429,85.0,82.24142857142859
2021-10-26,Basti,Sarju,39.02,24.27,0.24,84.18,56.18,80.03,0,1,40.52,26.73,85.69,85.64142857142858
2021-10-26,Gonda,Ghaghra,63.51,34.67,0.404,90.32,56.15,94.87,0,0,30.27,29.00428571428571,93.78,86.36999999999999
2021-10-26,Gonda,Ghaghra,75.14,29.64,0.375,91.9,46.16,99.83,0,0,63.51,39.16714285714285,90.32,88.75571428571429
2021-10-26,Faizabad,Ghaghra,0.0,28.8,0.195,74.86,73.38,84.69,0,0,42.76,27.961428571428574,72.67,80.7957142857143
2021-10-27,Bahraich,Ghaghra,0.0,35.45,0.078,84.69,70.69,81.99,0,1,0.0,23.541428571428575,92.45,84.86142857142856
2021-10-27,Barabanki,Gomti,44.08,27.94,0.307,88.21,80.34,93.84,0,0,28.17,15.66857142857142,94.76,85.47142857142856
2021-10-27,Basti,Sarju,13.45,30.39,0.266,93.5,61.93,96.09,0,0,39.02,25.890000000000004,84.18,86.39285714285714
2021-10-27,Bahraich,Ghaghra,21.5,32.56,0.386,97.82,32.09,91.85,0,1,0.0,24.91,84.69,88.01571428571428
2021-10-28,Ballia,Ganga,72.48,26.29,0.389,86.81,74.78,93.75,0,0,33.3,31.282857142857154,84.6,85.64285714285714
2021-10-28,Basti,Sarju,113.48,34.51,0.479,78.04,51.9,87.36,0,0,13.45,31.822857142857146,93.5,84.94857142857143
2021-10-28,Lakhimpur Kheri,Sharda,0.0,31.39,0.16,74.74,44.63,84.15,0,0,75.46,45.02714285714285,87.46,83.66714285714285
2021-10-28,Bahraich,Ghaghra,0.0,32.2,0.233,84.41,76.49,89.08,0,0,21.5,23.095714285714287,97.82,87.9
2021-10-28,Faizabad,Ghaghra,92.98,27.79,0.444,95.04,70.67,97.13,0,0,0.0,41.244285714285716,74.86,83.58571428571429
2021-10-29,Ballia,Ganga,29.76,31.18,0.345,95.33,68.48,99.12,0,0,72.48,35.53428571428572,86.81,87.42428571428572
2021-10-29,Ballia,Ganga,36.07,29.14,0.401,72.05,68.48,80.49,0,0,29.76,40.68714285714287,95.33,86.5442857142857
2021-10-30,Bahraich,Ghaghra,0.0,33.41,0.246,87.87,81.84,95.64,0,0,0.0,10.177142857142858,84.41,89.82000000000001
2021-10-30,Barabanki,Gomti,48.68,37.61,0.254,71.34,56.3,81.02,0,0,44.08,21.659999999999993,88.21,83.62571428571428
2021-10-30,Lakhimpur Kheri,Sharda,1.69,38.23,0.281,76.43,52.56,81.0,0,0,0.0,36.47142857142856,74.74,82.10857142857142
2021-10-30,Basti,Sarju,1.4,32.84,0.378,76.35,50.78,84.64,0,0,113.48,31.538571428571434,78.04,82.51857142857143
2021-10-31,Sitapur,Sarju,135.9,35.21,0.34,84.7,77.63,83.32,0,1,35.64,33.462857142857146,83.68,87.80428571428573
2021-10-31,Gorakhpur,Rapti,21.88,26.0,0.045,81.01,37.06,90.85,0,0,37.51,39.50571428571429,94.36,81.71571428571428
2021-11-01,Lakhimpur Kheri,Sharda,50.67,45.0,0.264,82.38,47.48,90.48,0,0,1.69,26.00428571428571,76.43,80.46142857142857
2021-11-02,Bahraich,Ghaghra,61.94,32.59,0.523,89.15,72.9,96.09,0,0,0.0,13.950000000000001,87.87,89.41285714285713
2021-11-02,Gorakhpur,Rapti,27.32,28.62,0.176,83.99,64.93,86.93,0,0,21.88,35.627142857142864,81.01,83.00142857142858
2021-11-03,Bahraich,Ghaghra,25.0,42.8,0.151,77.63,39.3,86.92,0,0,61.94,15.491428571428571,89.15,87.71714285714286
2021-11-03,Basti,Sarju,60.85,37.56,0.291,89.96,67.29,92.56,0,0,1.4,39.089999999999996,76.35,83.86714285714287
2021-11-03,Mau,Ganga,90.59,32.67,0.311,88.96,54.23,91.73,0,0,0.0,27.58857142857143,103.56,90.20857142857143
2021-11-04,Barabanki,Gomti,57.82,32.6,0.367,77.55,55.4,85.83,0,0,48.68,29.91999999999999,71.34,83.5457142857143
2021-11-04,Bahraich,Ghaghra,10.99,28.78,0.191,79.56,43.51,85.95,0,0,25.0,17.06142857142857,77.63,85.87571428571428
2021-11-04,Bahraich,Ghaghra,17.56,33.25,0.163,93.47,100.0,96.94,0,0,10.99,19.57,79.56,87.13
2021-11-05,Mau,Ganga,0.0,34.14,0.258,86.29,52.02,85.0,0,1,90.59,20.914285714285715,88.96,91.83285714285714
2021-11-05,Gonda,Ghaghra,17.9,38.77,0.194,79.01,73.62,86.78,0,0,75.14,41.08714285714286,91.9,86.88857142857144
2021-11-05,Basti,Sarju,30.79,30.91,0.244,81.93,48.54,86.16,0,0,60.85,42.787142857142854,89.96,84.23571428571428
2021-11-05,Faizabad,Ghaghra,20.83,29.36,0.232,72.96,80.62,81.04,0,0,92.98,31.60571428571429,95.04,81.78571428571429
2021-11-06,Bahraich,Ghaghra,0.0,31.66,0.243,90.67,56.63,98.96,0,0,17.56,16.49857142857143,93.47,86.10857142857142
2021-11-06,Bahraich,Ghaghra,25.02,30.66,0.287,87.32,59.34,95.6,0,0,0.0,20.072857142857142,90.67,86.52428571428571
2021-11-07,Basti,Sarju,26.92,42.48,0.073,96.28,59.48,98.09,0,0,30.79,40.84428571428572,81.93,85.74857142857142
2021-11-07,Bahraich,Ghaghra,27.87,22.48,0.169,80.54,66.34,84.93,0,0,25.02,24.054285714285715,87.32,85.47714285714287
2021-11-07,Basti,Sarju,10.23,31.36,0.126,82.91,38.92,90.05,0,0,26.92,36.73142857142857,96.28,85.56714285714285
2021-11-08,Lakhimpur Kheri,Sharda,19.2,32.0,0.069,88.53,58.73,90.92,0,0,50.67,26.53428571428571,82.38,81.25285714285714
2021-11-08,Basti,Sarju,0.0,24.99,0.059,73.42,41.01,82.64,0,0,10.23,34.81,82.91,82.69857142857143
2021-11-09,Sitapur,Sarju,50.56,32.78,0.189,86.4,31.03,91.57,0,0,135.9,33.38142857142857,84.7,86.73285714285714
